Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00      12/29          std::vector<Status, std::allocator<Status> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Status*, std::vector<Status, std::allocator<Status> > >, Status const&) [150]
[29]     0.0    0.00    0.00      29         std::_Vector_base<Status, std::allocator<Status> >::_M_get_Tp_allocator() [29]
-----------------------------------------------
                0.00    0.00      26/26          __gnu_cxx::__alloc_traits<std::allocator<Status> >::destroy(std::allocator<Status>&, Status*) [32]
[30]     0.0    0.00    0.00      26         __gnu_cxx::new_allocator<Status>::destroy(Status*) [30]
-----------------------------------------------
                0.00    0.00      26/26          void __gnu_cxx::__alloc_traits<std::allocator<Status> >::construct<Status>(std::allocator<Status>&, Status*, Status const&) [33]
[31]     0.0    0.00    0.00      26         __gnu_cxx::new_allocator<Status>::construct(Status*, Status const&) [31]
                0.00    0.00      26/39          operator new(unsigned long, void*) [26]
-----------------------------------------------
                0.00    0.00      26/26          std::vector<Status, std::allocator<Status> >::pop_back() [34]
[32]     0.0    0.00    0.00      26         __gnu_cxx::__alloc_traits<std::allocator<Status> >::destroy(std::allocator<Status>&, Status*) [32]
                0.00    0.00      26/26          __gnu_cxx::new_allocator<Status>::destroy(Status*) [30]
-----------------------------------------------
                0.00    0.00       4/26          std::vector<Status, std::allocator<Status> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Status*, std::vector<Status, std::allocator<Status> > >, Status const&) [150]
                0.00    0.00      22/26          std::vector<Status, std::allocator<Status> >::push_back(Status const&) [35]
[33]     0.0    0.00    0.00      26         void __gnu_cxx::__alloc_traits<std::allocator<Status> >::construct<Status>(std::allocator<Status>&, Status*, Status const&) [33]
                0.00    0.00      26/26          __gnu_cxx::new_allocator<Status>::construct(Status*, Status const&) [31]
-----------------------------------------------
                0.00    0.00      26/26          Tsp::solve() [207]
[34]     0.0    0.00    0.00      26         std::vector<Status, std::allocator<Status> >::pop_back() [34]
                0.00    0.00      26/26          __gnu_cxx::__alloc_traits<std::allocator<Status> >::destroy(std::allocator<Status>&, Status*) [32]
-----------------------------------------------
                0.00    0.00      26/26          Tsp::solve() [207]
[35]     0.0    0.00    0.00      26         std::vector<Status, std::allocator<Status> >::push_back(Status const&) [35]
                0.00    0.00      22/26          void __gnu_cxx::__alloc_traits<std::allocator<Status> >::construct<Status>(std::allocator<Status>&, Status*, Status const&) [33]
                0.00    0.00       4/142         std::vector<Status, std::allocator<Status> >::end() [12]
                0.00    0.00       4/4           std::vector<Status, std::allocator<Status> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Status*, std::vector<Status, std::allocator<Status> > >, Status const&) [150]
-----------------------------------------------
                0.00    0.00      25/25          Tsp::solve() [207]
[36]     0.0    0.00    0.00      25         Tsp::ishroute() [36]
                0.00    0.00     180/255         std::vector<Status, std::allocator<Status> >::operator[](unsigned long) [11]
                0.00    0.00     180/352         std::vector<Edge, std::allocator<Edge> >::operator[](unsigned long) [8]
                0.00    0.00     131/272         std::vector<Status, std::allocator<Status> >::size() const [10]
                0.00    0.00       2/2           Tsp::dfs(int) [175]
-----------------------------------------------
                0.00    0.00       2/25          bool __gnu_cxx::operator==<Path*, std::vector<Path, std::allocator<Path> > >(__gnu_cxx::__normal_iterator<Path*, std::vector<Path, std::allocator<Path> > > const&, __gnu_cxx::__normal_iterator<Path*, std::vector<Path, std::allocator<Path> > > const&) [221]
                0.00    0.00       3/25          std::_Iter_base<__gnu_cxx::__normal_iterator<Path*, std::vector<Path, std::allocator<Path> > >, true>::_S_base(__gnu_cxx::__normal_iterator<Path*, std::vector<Path, std::allocator<Path> > >) [160]
                0.00    0.00       4/25          std::vector<Path, std::allocator<Path> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Path*, std::vector<Path, std::allocator<Path> > >, Path const&) [190]
                0.00    0.00       6/25          bool __gnu_cxx::operator!=<Path*, std::vector<Path, std::allocator<Path> > >(__gnu_cxx::__normal_iterator<Path*, std::vector<Path, std::allocator<Path> > > const&, __gnu_cxx::__normal_iterator<Path*, std::vector<Path, std::allocator<Path> > > const&) [158]
                0.00    0.00      10/25          __gnu_cxx::__normal_iterator<Path*, std::vector<Path, std::allocator<Path> > >::difference_type __gnu_cxx::operator-<Path*, std::vector<Path, std::allocator<Path> > >(__gnu_cxx::__normal_iterator<Path*, std::vector<Path, std::allocator<Path> > > const&, __gnu_cxx::__normal_iterator<Path*, std::vector<Path, std::allocator<Path> > > const&) [129]
[37]     0.0    0.00    0.00      25         __gnu_cxx::__normal_iterator<Path*, std::vector<Path, std::allocator<Path> > >::base() const [37]
-----------------------------------------------
                0.00    0.00      24/24          Tsp::print(char const*) [206]
[38]     0.0    0.00    0.00      24         std::vector<Path, std::allocator<Path> >::operator[](unsigned long) [38]
-----------------------------------------------
                0.00    0.00       9/22          bool __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(Edge const&, Edge const&)>::operator()<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >) [80]
                0.00    0.00      13/22          bool __gnu_cxx::__ops::_Val_comp_iter<bool (*)(Edge const&, Edge const&)>::operator()<Edge, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > >(Edge&, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >) [55]
[39]     0.0    0.00    0.00      22         edge_weight_compare(Edge const&, Edge const&) [39]
-----------------------------------------------
                0.00    0.00       1/21          Tsp::load(char const*) [205]
                0.00    0.00      20/21          std::vector<Edge, std::allocator<Edge> >::_M_check_len(unsigned long, char const*) const [130]
[40]     0.0    0.00    0.00      21         std::vector<Edge, std::allocator<Edge> >::size() const [40]
-----------------------------------------------
                0.00    0.00      20/20          Edge* std::copy<Edge*, Edge*>(Edge*, Edge*, Edge*) [78]
[41]     0.0    0.00    0.00      20         std::_Miter_base<Edge*>::iterator_type std::__miter_base<Edge*>(Edge*) [41]
                0.00    0.00      20/50          std::_Iter_base<Edge*, false>::_S_base(Edge*) [20]
-----------------------------------------------
                0.00    0.00       3/19          __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > std::__copy_move_backward_a2<false, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >) [171]
                0.00    0.00       4/19          __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::operator+(long) const [138]
                0.00    0.00       6/19          std::vector<Edge, std::allocator<Edge> >::begin() [115]
                0.00    0.00       6/19          std::vector<Edge, std::allocator<Edge> >::end() [114]
[42]     0.0    0.00    0.00      19         __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::__normal_iterator(Edge* const&) [42]
-----------------------------------------------
                0.00    0.00       2/18          std::_Iter_base<__gnu_cxx::__normal_iterator<Status*, std::vector<Status, std::allocator<Status> > >, true>::_S_base(__gnu_cxx::__normal_iterator<Status*, std::vector<Status, std::allocator<Status> > >) [187]
                0.00    0.00       8/18          std::vector<Status, std::allocator<Status> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Status*, std::vector<Status, std::allocator<Status> > >, Status const&) [150]
                0.00    0.00       8/18          __gnu_cxx::__normal_iterator<Status*, std::vector<Status, std::allocator<Status> > >::difference_type __gnu_cxx::operator-<Status*, std::vector<Status, std::allocator<Status> > >(__gnu_cxx::__normal_iterator<Status*, std::vector<Status, std::allocator<Status> > > const&, __gnu_cxx::__normal_iterator<Status*, std::vector<Status, std::allocator<Status> > > const&) [137]
[43]     0.0    0.00    0.00      18         __gnu_cxx::__normal_iterator<Status*, std::vector<Status, std::allocator<Status> > >::base() const [43]
-----------------------------------------------
                0.00    0.00       1/17          __gnu_cxx::__normal_iterator<Path*, std::vector<Path, std::allocator<Path> > > std::__copy_move_backward_a2<false, __gnu_cxx::__normal_iterator<Path*, std::vector<Path, std::allocator<Path> > >, __gnu_cxx::__normal_iterator<Path*, std::vector<Path, std::allocator<Path> > > >(__gnu_cxx::__normal_iterator<Path*, std::vector<Path, std::allocator<Path> > >, __gnu_cxx::__normal_iterator<Path*, std::vector<Path, std::allocator<Path> > >, __gnu_cxx::__normal_iterator<Path*, std::vector<Path, std::allocator<Path> > >) [248]
                0.00    0.00       2/17          __gnu_cxx::__normal_iterator<Path*, std::vector<Path, std::allocator<Path> > >::operator+(long) const [184]
                0.00    0.00       3/17          std::vector<Path, std::allocator<Path> >::begin() [166]
                0.00    0.00       4/17          __gnu_cxx::__normal_iterator<Path*, std::vector<Path, std::allocator<Path> > >::operator-(long) const [139]
                0.00    0.00       7/17          std::vector<Path, std::allocator<Path> >::end() [104]
[44]     0.0    0.00    0.00      17         __gnu_cxx::__normal_iterator<Path*, std::vector<Path, std::allocator<Path> > >::__normal_iterator(Path* const&) [44]
-----------------------------------------------
                0.00    0.00       8/16          __gnu_cxx::__alloc_traits<std::allocator<Status> >::max_size(std::allocator<Status> const&) [87]
                0.00    0.00       8/16          __gnu_cxx::new_allocator<Status>::allocate(unsigned long, void const*) [84]
[45]     0.0    0.00    0.00      16         __gnu_cxx::new_allocator<Status>::max_size() const [45]
-----------------------------------------------
                0.00    0.00      16/16          std::_Miter_base<__gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > > >(__gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > >) [50]
[46]     0.0    0.00    0.00      16         std::_Iter_base<__gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > >, false>::_S_base(__gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > >) [46]
-----------------------------------------------
                0.00    0.00      16/16          std::_Niter_base<__gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > > >(__gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > >) [52]
[47]     0.0    0.00    0.00      16         std::_Iter_base<__gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > >, true>::_S_base(__gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > >) [47]
                0.00    0.00      16/96          __gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > >::base() const [17]
-----------------------------------------------
                0.00    0.00       8/16          Status* std::__copy_move_a<false, Status const*, Status*>(Status const*, Status const*, Status*) [93]
                0.00    0.00       8/16          Status* std::__copy_move_a<false, Status*, Status*>(Status*, Status*, Status*) [92]
[48]     0.0    0.00    0.00      16         Status* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<Status>(Status const*, Status const*, Status*) [48]
-----------------------------------------------
                0.00    0.00       1/16          std::vector<Edge, std::allocator<Edge> >::~vector() [236]
                0.00    0.00      15/16          std::vector<Edge, std::allocator<Edge> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge const&) [132]
[49]     0.0    0.00    0.00      16         std::_Vector_base<Edge, std::allocator<Edge> >::_M_get_Tp_allocator() [49]
-----------------------------------------------
                0.00    0.00       4/16          __gnu_cxx::__normal_iterator<Status*, std::vector<Status, std::allocator<Status> > > std::copy<__gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > >, __gnu_cxx::__normal_iterator<Status*, std::vector<Status, std::allocator<Status> > > >(__gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > >, __gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > >, __gnu_cxx::__normal_iterator<Status*, std::vector<Status, std::allocator<Status> > >) [197]
                0.00    0.00      12/16          Status* std::copy<__gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > >, Status*>(__gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > >, __gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > >, Status*) [122]
[50]     0.0    0.00    0.00      16         std::_Miter_base<__gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > > >(__gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > >) [50]
                0.00    0.00      16/16          std::_Iter_base<__gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > >, false>::_S_base(__gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > >) [46]
-----------------------------------------------
                0.00    0.00      16/16          Status* std::copy<Status*, Status*>(Status*, Status*, Status*) [98]
[51]     0.0    0.00    0.00      16         std::_Miter_base<Status*>::iterator_type std::__miter_base<Status*>(Status*) [51]
                0.00    0.00      16/46          std::_Iter_base<Status*, false>::_S_base(Status*) [23]
-----------------------------------------------
                0.00    0.00       4/16          __gnu_cxx::__normal_iterator<Status*, std::vector<Status, std::allocator<Status> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > >, __gnu_cxx::__normal_iterator<Status*, std::vector<Status, std::allocator<Status> > > >(__gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > >, __gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > >, __gnu_cxx::__normal_iterator<Status*, std::vector<Status, std::allocator<Status> > >) [195]
                0.00    0.00      12/16          Status* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > >, Status*>(__gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > >, __gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > >, Status*) [118]
[52]     0.0    0.00    0.00      16         std::_Niter_base<__gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > > >(__gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > >) [52]
                0.00    0.00      16/16          std::_Iter_base<__gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > >, true>::_S_base(__gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > >) [47]
-----------------------------------------------
                0.00    0.00       5/15          __gnu_cxx::new_allocator<Edge>::allocate(unsigned long, void const*) [126]
                0.00    0.00      10/15          __gnu_cxx::__alloc_traits<std::allocator<Edge> >::max_size(std::allocator<Edge> const&) [65]
[53]     0.0    0.00    0.00      15         __gnu_cxx::new_allocator<Edge>::max_size() const [53]
-----------------------------------------------
                0.00    0.00      13/13          void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(Edge const&, Edge const&)> >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(Edge const&, Edge const&)>) [121]
[54]     0.0    0.00    0.00      13         __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::operator--() [54]
-----------------------------------------------
                0.00    0.00      13/13          void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(Edge const&, Edge const&)> >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(Edge const&, Edge const&)>) [121]
[55]     0.0    0.00    0.00      13         bool __gnu_cxx::__ops::_Val_comp_iter<bool (*)(Edge const&, Edge const&)>::operator()<Edge, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > >(Edge&, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >) [55]
                0.00    0.00      13/63          __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::operator*() const [18]
                0.00    0.00      13/22          edge_weight_compare(Edge const&, Edge const&) [39]
-----------------------------------------------
                0.00    0.00      13/13          void std::_Destroy<Status*>(Status*, Status*) [58]
[56]     0.0    0.00    0.00      13         void std::_Destroy_aux<true>::__destroy<Status*>(Status*, Status*) [56]
-----------------------------------------------
                0.00    0.00       2/13          std::vector<Status, std::allocator<Status> >::operator=(std::vector<Status, std::allocator<Status> > const&) [152]
                0.00    0.00       4/13          std::vector<Status, std::allocator<Status> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Status*, std::vector<Status, std::allocator<Status> > >, Status const&) [150]
                0.00    0.00       7/13          std::_Vector_base<Status, std::allocator<Status> >::~_Vector_base() [103]
[57]     0.0    0.00    0.00      13         std::_Vector_base<Status, std::allocator<Status> >::_M_deallocate(Status*, unsigned long) [57]
                0.00    0.00       8/8           __gnu_cxx::__alloc_traits<std::allocator<Status> >::deallocate(std::allocator<Status>&, Status*, unsigned long) [85]
-----------------------------------------------
                0.00    0.00      13/13          void std::_Destroy<Status*, Status>(Status*, Status*, std::allocator<Status>&) [59]
[58]     0.0    0.00    0.00      13         void std::_Destroy<Status*>(Status*, Status*) [58]
                0.00    0.00      13/13          void std::_Destroy_aux<true>::__destroy<Status*>(Status*, Status*) [56]
-----------------------------------------------
                0.00    0.00       2/13          std::vector<Status, std::allocator<Status> >::operator=(std::vector<Status, std::allocator<Status> > const&) [152]
                0.00    0.00       4/13          std::vector<Status, std::allocator<Status> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Status*, std::vector<Status, std::allocator<Status> > >, Status const&) [150]
                0.00    0.00       7/13          std::vector<Status, std::allocator<Status> >::~vector() [105]
[59]     0.0    0.00    0.00      13         void std::_Destroy<Status*, Status>(Status*, Status*, std::allocator<Status>&) [59]
                0.00    0.00      13/13          void std::_Destroy<Status*>(Status*, Status*) [58]
-----------------------------------------------
                0.00    0.00       4/12          std::vector<Status, std::allocator<Status> >::vector(std::vector<Status, std::allocator<Status> > const&) [151]
                0.00    0.00       8/12          std::vector<Status, std::allocator<Status> >::max_size() const [90]
[60]     0.0    0.00    0.00      12         std::_Vector_base<Status, std::allocator<Status> >::_M_get_Tp_allocator() const [60]
-----------------------------------------------
                0.00    0.00       1/11          void std::__sort<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(Edge const&, Edge const&)> >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(Edge const&, Edge const&)>) [251]
                0.00    0.00      10/11          void std::__insertion_sort<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(Edge const&, Edge const&)> >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(Edge const&, Edge const&)>) [241]
[61]     0.0    0.00    0.00      11         bool __gnu_cxx::operator!=<Edge*, std::vector<Edge, std::allocator<Edge> > >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&) [61]
                0.00    0.00      22/59          __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::base() const [19]
-----------------------------------------------
                0.00    0.00       3/11          Tsp::print(char const*) [206]
                0.00    0.00       8/11          std::vector<Path, std::allocator<Path> >::_M_check_len(unsigned long, char const*) const [185]
[62]     0.0    0.00    0.00      11         std::vector<Path, std::allocator<Path> >::size() const [62]
-----------------------------------------------
                0.00    0.00       2/11          std::vector<Path, std::allocator<Path> >::_M_check_len(unsigned long, char const*) const [185]
                0.00    0.00       4/11          std::vector<Status, std::allocator<Status> >::_M_check_len(unsigned long, char const*) const [142]
                0.00    0.00       5/11          std::vector<Edge, std::allocator<Edge> >::_M_check_len(unsigned long, char const*) const [130]
[63]     0.0    0.00    0.00      11         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [63]
-----------------------------------------------
                0.00    0.00      10/10          void __gnu_cxx::__alloc_traits<std::allocator<Edge> >::construct<Edge>(std::allocator<Edge>&, Edge*, Edge const&) [66]
[64]     0.0    0.00    0.00      10         __gnu_cxx::new_allocator<Edge>::construct(Edge*, Edge const&) [64]
                0.00    0.00      10/39          operator new(unsigned long, void*) [26]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<Edge, std::allocator<Edge> >::max_size() const [68]
[65]     0.0    0.00    0.00      10         __gnu_cxx::__alloc_traits<std::allocator<Edge> >::max_size(std::allocator<Edge> const&) [65]
                0.00    0.00      10/15          __gnu_cxx::new_allocator<Edge>::max_size() const [53]
-----------------------------------------------
                0.00    0.00       5/10          std::vector<Edge, std::allocator<Edge> >::push_back(Edge const&) [72]
                0.00    0.00       5/10          std::vector<Edge, std::allocator<Edge> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge const&) [132]
[66]     0.0    0.00    0.00      10         void __gnu_cxx::__alloc_traits<std::allocator<Edge> >::construct<Edge>(std::allocator<Edge>&, Edge*, Edge const&) [66]
                0.00    0.00      10/10          __gnu_cxx::new_allocator<Edge>::construct(Edge*, Edge const&) [64]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<Edge, std::allocator<Edge> >::max_size() const [68]
[67]     0.0    0.00    0.00      10         std::_Vector_base<Edge, std::allocator<Edge> >::_M_get_Tp_allocator() const [67]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<Edge, std::allocator<Edge> >::_M_check_len(unsigned long, char const*) const [130]
[68]     0.0    0.00    0.00      10         std::vector<Edge, std::allocator<Edge> >::max_size() const [68]
                0.00    0.00      10/10          __gnu_cxx::__alloc_traits<std::allocator<Edge> >::max_size(std::allocator<Edge> const&) [65]
                0.00    0.00      10/10          std::_Vector_base<Edge, std::allocator<Edge> >::_M_get_Tp_allocator() const [67]
-----------------------------------------------
                0.00    0.00      10/10          Edge* std::__copy_move_a<false, Edge*, Edge*>(Edge*, Edge*, Edge*) [73]
[69]     0.0    0.00    0.00      10         Edge* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<Edge>(Edge const*, Edge const*, Edge*) [69]
-----------------------------------------------
                0.00    0.00       2/10          Status* std::vector<Status, std::allocator<Status> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > > >(unsigned long, __gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > >, __gnu_cxx::__normal_iterator<Status const*, std::vector<Status, std::allocator<Status> > >) [192]
                0.00    0.00       4/10          std::vector<Status, std::allocator<Status> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Status*, std::vector<Status, std::allocator<Status> > >, Status const&) [150]
                0.00    0.00       4/10          std::_Vector_base<Status, std::allocator<Status> >::_M_create_storage(unsigned long) [146]
[70]     0.0    0.00    0.00      10         std::_Vector_base<Status, std::allocator<Status> >::_M_allocate(unsigned long) [70]
                0.00    0.00       8/8           __gnu_cxx::__alloc_traits<std::allocator<Status> >::allocate(std::allocator<Status>&, unsigned long) [86]
-----------------------------------------------
                0.00    0.00      10/10          Edge* std::uninitialized_copy<Edge*, Edge*>(Edge*, Edge*, Edge*) [75]
[71]     0.0    0.00    0.00      10         Edge* std::__uninitialized_copy<true>::__uninit_copy<Edge*, Edge*>(Edge*, Edge*, Edge*) [71]
                0.00    0.00      10/10          Edge* std::copy<Edge*, Edge*>(Edge*, Edge*, Edge*) [78]
-----------------------------------------------
                0.00    0.00      10/10          Tsp::load(char const*) [205]
[72]     0.0    0.00    0.00      10         std::vector<Edge, std::allocator<Edge> >::push_back(Edge const&) [72]
                0.00    0.00       5/10          void __gnu_cxx::__alloc_traits<std::allocator<Edge> >::construct<Edge>(std::allocator<Edge>&, Edge*, Edge const&) [66]
                0.00    0.00       5/6           std::vector<Edge, std::allocator<Edge> >::end() [114]
                0.00    0.00       5/5           std::vector<Edge, std::allocator<Edge> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge const&) [132]
-----------------------------------------------
                0.00    0.00      10/10          Edge* std::__copy_move_a2<false, Edge*, Edge*>(Edge*, Edge*, Edge*) [74]
[73]     0.0    0.00    0.00      10         Edge* std::__copy_move_a<false, Edge*, Edge*>(Edge*, Edge*, Edge*) [73]
                0.00    0.00      10/10          Edge* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<Edge>(Edge const*, Edge const*, Edge*) [69]
-----------------------------------------------
                0.00    0.00      10/10          Edge* std::copy<Edge*, Edge*>(Edge*, Edge*, Edge*) [78]
[74]     0.0    0.00    0.00      10         Edge* std::__copy_move_a2<false, Edge*, Edge*>(Edge*, Edge*, Edge*) [74]
                0.00    0.00      30/30          std::_Niter_base<Edge*>::iterator_type std::__niter_base<Edge*>(Edge*) [27]
                0.00    0.00      10/10          Edge* std::__copy_move_a<false, Edge*, Edge*>(Edge*, Edge*, Edge*) [73]
-----------------------------------------------
                0.00    0.00      10/10          Edge* std::__uninitialized_copy_a<Edge*, Edge*, Edge>(Edge*, Edge*, Edge*, std::allocator<Edge>&) [76]
[75]     0.0    0.00    0.00      10         Edge* std::uninitialized_copy<Edge*, Edge*>(Edge*, Edge*, Edge*) [75]
                0.00    0.00      10/10          Edge* std::__uninitialized_copy<true>::__uninit_copy<Edge*, Edge*>(Edge*, Edge*, Edge*) [71]
-----------------------------------------------
                0.00    0.00      10/10          Edge* std::__uninitialized_move_if_noexcept_a<Edge*, Edge*, std::allocator<Edge> >(Edge*, Edge*, Edge*, std::allocator<Edge>&) [77]
[76]     0.0    0.00    0.00      10         Edge* std::__uninitialized_copy_a<Edge*, Edge*, Edge>(Edge*, Edge*, Edge*, std::allocator<Edge>&) [76]
                0.00    0.00      10/10          Edge* std::uninitialized_copy<Edge*, Edge*>(Edge*, Edge*, Edge*) [75]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<Edge, std::allocator<Edge> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge const&) [132]
[77]     0.0    0.00    0.00      10         Edge* std::__uninitialized_move_if_noexcept_a<Edge*, Edge*, std::allocator<Edge> >(Edge*, Edge*, Edge*, std::allocator<Edge>&) [77]
